FT-002,DFT-001,PT-002,FT-001,PT-003,LT-001,TT-002,Current_3,Current_4,TT-001,PT-004
51.843475,2.087229,0.937102,2.88375,3.021477,27.75946,30.034573,50.397791,75.356306,43.153871,-3.429946
52.112095,3.478708,3.62821,2.25226,-0.441015,28.431342,32.922037,50.494144,76.52702,42.464878,-3.054671
51.216013,3.53199,3.527781,2.982164,-7.458251,27.8373,32.596198,50.477743,74.788377,46.442994,-2.849603
47.937213,3.042206,3.255186,3.494738,2.582772,27.659088,30.596081,50.481844,74.486984,44.390368,-2.851654
48.880458,2.564718,1.523284,0.624326,-1.355326,27.726686,30.819455,50.282988,80.996647,43.621402,-2.972644
58.938313,2.743007,1.734392,1.325527,-2.800594,27.898753,31.47728,50.289138,73.281415,42.8996,-2.537899
47.270791,3.519694,2.03978,2.838644,-1.166724,27.79838,32.651529,50.512594,75.52853,43.237945,-3.034164
50.576247,5.784178,3.046128,2.340422,-1.830932,27.843445,31.528513,50.377291,77.441449,43.209237,-5.46012
57.933553,3.470511,-1.012056,2.586458,-3.011746,27.468585,30.768222,50.565896,77.554215,41.00897,-3.844183
54.816746,3.605765,7.45684,1.811447,-3.222899,27.702105,31.12685,50.373191,76.121064,43.151821,0.490957
47.896203,-0.607608,3.042028,1.503902,-1.367626,27.724637,33.196643,50.569996,77.256923,43.814156,-6.206568
57.584963,7.722822,1.613466,4.290252,-1.71613,27.261695,30.969054,50.291188,77.52551,44.656943,-2.103155
53.799682,1.25931,2.605466,1.991872,-1.160574,28.578828,31.82771,50.301439,76.328143,44.728713,-1.028598
52.509898,1.08102,8.471386,3.224099,-5.270874,26.382923,31.612534,50.506444,75.110272,43.502469,-1.262376
52.975369,2.249125,1.758987,2.711525,2.262968,27.943818,32.116662,50.393691,75.645397,42.696593,-2.878313
54.347174,4.841497,4.066822,-0.60995,-1.498828,28.357599,28.759908,50.36499,76.824312,43.242046,-1.180348
54.021139,3.230742,4.808773,4.90944,-2.825194,28.582925,30.719039,50.33424,71.632984,43.455306,-1.114727
52.257683,2.17535,-0.306998,-2.865274,-2.226587,27.714395,31.903534,50.426492,77.400443,43.225641,-1.379265
53.924764,2.943839,1.199449,-2.885776,5.159653,27.571006,33.374932,50.246087,80.080169,39.614579,-2.726562
56.051165,3.396736,4.085268,-0.224495,-5.174523,27.607877,33.124917,50.309639,78.659319,41.460096,-2.004722
54.041645,2.253223,3.620012,4.413269,-2.146636,27.683669,31.751886,50.371141,68.512447,44.845596,-2.183132
47.613229,2.009356,2.320574,2.065683,2.242468,28.140466,31.50597,50.576146,77.824852,43.580391,-4.674709
59.908215,6.939987,2.363615,1.050788,-1.012972,28.183483,31.889189,50.553596,76.028801,42.583811,-1.682765
55.823556,2.572915,2.890359,1.497752,-0.414365,28.246984,32.014197,50.399841,73.88215,43.036988,-1.348504
44.603049,2.519633,8.274625,2.500345,-0.102761,26.925754,31.235463,50.36704,75.081568,45.655573,-1.590485
56.733992,1.927384,0.076275,1.460846,0.516347,27.714395,31.016188,50.330139,76.682842,43.814156,-6.858685
54.658855,6.585457,2.968243,0.960575,0.128892,27.990932,28.839831,50.321939,75.481374,42.304933,0.302294
47.414328,-1.671198,2.878061,1.684328,0.050991,28.091304,34.674188,50.34244,74.835533,41.72462,-2.699903
49.54483,6.069031,2.777632,-1.409565,0.026391,26.751638,32.553163,50.522845,75.485474,43.689071,-4.227661
53.719711,6.224779,-2.006106,0.755545,2.45977,30.201175,30.827652,50.35884,75.899632,43.46966,-3.780612
51.902941,4.323023,2.845268,0.823205,-7.337299,27.75946,30.790765,50.420342,75.428066,43.494267,-2.517393
50.89818,2.353639,1.137962,4.817177,0.149392,27.542328,36.020578,50.485944,75.194334,42.821678,-3.565291
51.66713,3.820942,1.648309,-2.086162,1.703311,27.22892,33.118769,50.34244,79.791078,43.406092,-3.838031
50.602904,2.667183,4.097566,3.416827,-0.262663,28.158902,31.702703,50.235837,77.09085,43.594745,-3.101837
50.984303,2.595457,2.125863,3.281507,-7.294249,27.454246,31.561301,50.319889,74.380369,44.661044,-2.92958
45.946147,2.82293,2.310326,2.727928,0.957102,27.757412,31.264153,50.635598,74.933947,44.00691,-3.167459
53.918613,3.548385,2.595218,0.878563,-1.68538,28.093353,31.965013,50.36089,83.137147,43.39994,-3.319209
57.507043,3.034009,3.029731,2.217405,-1.500878,28.361695,31.063321,50.319889,69.029119,43.514772,0.082871
47.080091,2.359787,1.320375,1.592065,-0.00026,27.935624,31.483428,50.483894,73.640216,43.034938,-4.410171
49.538678,6.181743,1.238391,0.72069,-1.558279,27.663185,32.12281,50.307589,78.37843,42.306984,-5.533945
61.036007,5.851805,-2.895627,2.067733,-2.935895,27.956108,32.317493,50.428542,78.464542,39.930367,-4.356854
47.908506,3.743069,4.97069,2.365026,-1.552128,27.849591,31.280547,50.307589,74.919595,44.652842,1.147175
48.970681,-2.986853,1.560177,2.432686,-1.232325,28.035997,33.065488,50.537195,75.054914,44.390368,-5.453968
59.153619,7.050649,0.988342,-0.029717,-2.230687,27.945866,30.872737,50.373191,76.490115,43.643959,-2.217993
56.502282,2.290111,3.367913,1.90576,-1.841182,29.357227,32.963023,50.555646,76.266634,43.646009,-1.143436
52.891297,2.577014,7.90365,3.58085,-7.304499,26.68404,31.813365,50.200986,75.73766,44.150451,-1.319795
52.366361,2.310604,1.715945,3.201546,2.031315,27.833203,31.36047,50.34449,76.207176,43.766993,-2.548153
54.033443,2.935642,1.002689,-2.196878,-0.174512,28.390373,28.714824,50.416242,77.220018,42.333641,-1.676613
52.255632,2.896705,2.494789,5.577836,-2.419289,28.484601,32.358479,50.270688,72.225517,42.427968,-1.729931
53.153765,3.271728,1.181003,-1.430068,-2.029784,27.583296,32.362578,50.547445,76.631585,43.961798,-2.023178
54.662956,2.902853,2.650557,-0.411072,5.553258,28.126127,31.628928,50.328089,78.187753,41.702064,-2.201588
58.150909,2.441759,2.359516,0.644829,-3.116298,28.318679,31.97526,50.494144,76.606982,42.050662,-1.60689
54.094959,2.759402,2.541929,2.88375,-0.594767,27.704153,33.561418,50.377291,68.994264,42.548952,-1.453089
47.631684,3.183608,3.111714,1.372684,2.051815,27.460391,32.692515,50.34859,79.524541,43.084152,-4.91874
56.410008,5.577198,2.83502,1.823748,-0.154011,27.839349,31.378914,50.36089,77.148258,43.851067,-1.976013
54.83315,1.802376,1.775383,2.018526,0.501997,27.945866,31.018237,50.321939,73.445438,42.944713,-0.960926
43.829999,1.833115,7.745832,1.590015,0.262144,26.862253,31.296942,50.508494,74.979053,44.71846,-1.826313
58.556915,1.349479,-2.403726,1.563361,0.944802,28.875848,32.23962,50.385491,74.917545,44.486745,-6.475207
55.686171,7.61011,2.513235,1.965219,-0.246263,29.02948,29.432079,50.619197,73.798088,43.549632,2.459611
47.912607,-2.495019,2.78788,1.112296,-0.01256,28.240839,33.354439,50.379341,74.806829,42.358248,-2.191334
48.837396,5.80877,1.654458,-2.56183,-0.201162,26.42594,32.581853,50.35269,76.891972,41.763581,-5.183278
52.860539,5.413253,-0.969014,1.229163,4.8747,29.254806,32.260113,50.526945,77.158509,42.688391,-2.943934
51.447723,3.392637,2.912904,1.093844,-2.49514,27.890559,31.647372,50.299389,75.192283,44.702055,-3.009556
49.503819,1.619988,1.461796,6.773157,0.335945,27.777896,33.678228,50.383441,72.848805,44.18531,-3.409439
53.615134,3.5033,0.570226,-2.254286,0.680349,27.775848,32.704811,50.418292,78.487095,43.000078,-3.790866
53.258342,3.972591,4.124211,2.518798,-0.783369,28.412906,33.055241,50.444943,77.195414,42.43617,-3.08133
51.24472,4.292283,3.105566,3.798181,-6.757142,27.546425,32.044936,50.35064,74.866288,43.773145,-2.68965
45.482727,2.074934,2.175053,4.380465,1.924714,27.870075,29.823495,50.590497,73.929306,45.911895,-3.042367
53.701257,2.872114,1.226094,1.401388,0.723399,27.730782,31.553104,50.264538,82.975175,42.565356,-3.288449
54.119565,2.722514,1.959846,1.436243,-1.984684,27.935624,32.108464,50.274788,70.097319,42.602267,0.045959
46.72945,-0.193648,2.144309,2.104639,0.206793,27.841397,32.731452,50.604847,72.982073,43.182579,-3.475061
50.904332,3.85783,2.695648,2.444987,-1.634129,28.099498,31.151441,50.35474,77.267174,44.738966,-3.842133
63.125498,3.728724,-3.627329,1.302974,-2.134336,29.017189,31.235463,50.539245,76.217427,41.617991,-2.765525
45.808762,3.306567,2.73459,1.686379,-2.345488,27.812719,32.157648,50.35884,76.276885,42.696593,2.092539
50.7813,-3.161044,2.224243,1.772491,-0.89202,27.302663,35.157823,50.469543,77.045743,43.623453,-4.914639
53.504406,6.011651,1.722094,-0.415172,-0.996572,27.644749,31.206772,50.291188,77.328683,44.685651,-2.154422
55.007445,1.361775,3.080971,2.840694,-0.699318,29.82017,31.321533,50.559746,74.964701,44.476492,-0.798922
52.354058,1.515473,6.427947,4.921742,-7.3988,25.698751,31.165786,50.33629,75.579788,43.50657,-1.785299
54.685512,2.818832,4.200045,3.384022,5.057152,28.267468,32.622839,50.375241,75.756112,43.463508,-2.35744
54.939777,3.611913,4.232839,-3.291735,-0.432815,28.953688,29.415684,50.457243,78.321022,43.287159,-0.677932
52.24948,1.810573,2.619813,7.900819,-1.103173,28.43339,29.216902,50.317839,69.617552,43.449154,-1.45719
53.496203,1.923285,0.986292,0.066647,-0.426665,27.568957,31.358421,50.518745,75.911934,42.715048,-2.361541
54.146222,3.382391,2.279582,-0.007164,1.986215,28.007319,32.555212,50.205086,78.255413,43.502469,-2.275412
59.949225,3.068847,3.38431,2.293266,-1.388126,27.94177,32.715057,50.434692,75.946789,43.022634,-1.682765
48.437543,2.212237,2.906756,4.054468,0.272394,27.947915,31.592041,50.36089,67.231017,44.283738,0.607846
52.081337,-0.589165,1.875813,1.516204,1.980065,27.995028,31.704752,50.397791,77.765394,43.098506,-4.303536
58.618431,6.776042,2.529632,1.104095,-1.441427,28.081062,32.848262,50.654048,77.02319,42.950864,-1.709424
55.097668,2.542175,3.533929,1.930364,-0.428715,27.956108,31.626879,50.405992,75.393211,42.204455,-0.105792
39.862221,-0.132169,7.485534,2.307618,0.7931,26.401359,31.069469,50.461343,77.330733,46.244088,-0.905557
63.351057,0.87404,1.689301,1.464947,1.420408,28.460019,30.977251,50.309639,75.622844,44.134046,-7.135527
49.530476,9.08561,2.277532,0.64893,-0.270863,28.652571,28.850077,50.438792,74.894992,42.889347,1.196391
48.952226,1.152746,4.005335,6.104762,-0.229862,27.982738,31.645323,50.332189,74.470582,43.139517,-3.286398
50.600853,4.351713,2.351317,1.585914,-0.04741,25.63525,31.592041,50.608947,75.776615,43.566037,-4.112823
53.955522,4.386551,3.484739,0.591522,5.264205,29.7157,30.95061,50.35679,76.053404,43.317917,-2.792184
50.31788,2.345442,1.256838,1.095894,-2.142536,27.982738,32.057232,50.403941,75.913985,42.784768,-3.107989
50.379396,3.505349,1.476144,8.948519,0.444596,27.233017,32.897445,50.531045,70.023509,43.014432,-3.300753
52.136701,3.644702,1.888111,-1.37471,1.684861,27.706201,33.491742,50.321939,78.759784,44.449835,-3.95287
51.330842,3.409032,4.568971,2.203053,-2.47464,27.78609,31.085864,50.170235,78.224659,43.658313,-3.198219
51.765555,3.404933,2.58702,3.625957,-2.835444,27.536183,31.00799,50.475693,75.208686,43.065696,-3.259739
45.603709,3.243038,2.644408,2.157946,-2.439789,27.820913,31.065371,50.401891,76.641837,44.833292,-3.204371
59.934872,4.007429,3.126062,2.385529,-2.144586,28.337114,31.485477,50.369091,82.4462,43.926938,-7.000182
50.35684,6.216582,2.310326,2.354774,-2.956396,28.287952,30.770272,50.608947,73.81654,44.252979,-0.22268
48.96658,-0.996976,1.236342,2.285064,-0.635767,27.562812,31.714999,50.34654,75.477273,41.408832,-3.431997
49.860612,3.695935,2.254987,1.268119,-1.865782,26.993352,32.163796,50.289138,78.437888,43.248198,-3.987731
62.63132,4.546397,2.345169,2.071834,-2.097435,28.976221,32.260113,50.285038,76.041102,42.733503,-2.74912
42.878553,2.519633,3.019483,2.80994,-1.775581,27.802477,30.819455,50.317839,75.561335,44.367812,2.242239
54.654754,-4.716467,1.174854,4.534237,-1.213874,27.841397,32.833917,50.373191,76.512668,43.879775,-3.56324
55.827657,7.513792,2.154557,-4.560866,-2.132286,27.511602,33.149509,50.539245,77.94992,42.423867,-4.090265
54.742926,4.878385,6.272178,3.896595,-1.798131,29.951268,31.524414,50.35064,76.481914,43.522975,-1.397721
51.056071,2.099525,1.502788,5.11652,-5.432826,25.62296,30.915772,50.510544,76.010348,44.882506,-3.50377
53.855046,3.392637,5.497434,3.285608,-0.555816,27.532086,30.60018,50.510544,75.520329,43.832612,-1.528964
55.177639,3.898816,3.220343,-6.928956,-2.337288,28.351453,32.038788,50.260438,82.887012,42.382855,-1.418228
52.009568,2.855719,3.38431,4.819227,-2.189686,27.878269,30.604278,50.315789,72.703234,43.061595,-1.660208
54.119565,3.12008,2.021334,1.706882,-0.627567,27.87622,31.376864,50.528995,75.715107,43.71983,-2.084699
54.656804,2.67743,2.220144,0.337285,-1.765331,28.300243,31.671964,50.535145,77.753092,44.00691,-1.887834
61.417406,2.640542,2.416904,2.159996,-0.736219,28.181435,32.696614,50.408042,75.760213,41.907122,-2.511241
45.618062,3.333208,2.310326,3.127735,0.124792,27.939721,32.840065,50.397791,70.898981,43.172326,2.069981
53.127108,-0.093232,2.470194,1.073341,1.705361,27.761509,32.506029,50.465443,76.742301,43.201034,-6.924307
56.883681,8.886828,2.521433,2.157946,-1.527528,27.874172,31.051026,50.291188,76.3835,45.643269,-2.642484
54.443549,2.990973,2.121764,1.602317,-0.82847,28.408809,30.798962,50.36499,74.335263,42.134735,-0.67178
42.618135,1.794179,4.550525,1.567462,0.354395,25.579943,32.368726,50.395741,78.109842,43.145669,-2.644535
64.343514,4.029972,3.497037,0.99953,0.711099,28.185531,32.06338,50.457243,75.965242,43.135416,-4.793649
48.066397,9.29259,4.001235,-2.190727,-0.197062,28.554247,29.770213,50.395741,75.059015,43.656262,-1.438734
49.362332,1.941729,3.277731,4.564991,0.495846,27.917189,30.018178,50.375241,74.624354,43.094405,-3.003404
50.014401,3.964394,-0.755857,0.359839,-0.213462,25.614766,32.47324,50.440842,76.490115,42.633025,-4.149735
52.612424,5.183731,5.645005,0.503359,1.278956,28.892236,32.1515,50.166135,75.88323,43.330221,-2.259007
49.637104,2.396675,2.582921,2.438836,-1.191324,27.87622,31.440393,50.588447,75.225088,44.175058,-2.884465
50.976101,2.464302,-1.214965,8.370336,0.024341,27.767654,31.805168,50.379341,69.488383,43.39789,-3.610406
52.337653,4.089402,0.89816,-4.329183,-0.242163,28.294098,35.534894,50.436742,80.609143,42.282377,-4.151786
52.874892,4.894779,4.32507,0.85806,-3.065047,27.841397,32.954825,50.254287,78.323072,42.809375,-2.800387
50.028755,3.400835,3.546227,3.607504,0.721349,27.43581,31.253906,50.473643,75.020059,43.639857,-3.23103
43.184082,2.507337,1.970094,1.856553,-0.85512,27.872123,29.862432,50.313739,75.916035,44.909163,-3.069026
60.818651,3.161066,1.597069,0.704288,-2.585341,27.929479,31.296942,50.235837,80.793669,42.833982,-7.728174
51.269327,7.948245,2.156607,1.745837,-2.677592,27.960205,32.223225,50.440842,74.868338,42.854487,-1.026547
49.671963,0.851498,2.728442,3.066226,-0.533266,27.888511,32.196584,50.594597,75.643347,41.47445,-3.296652
50.660319,3.556582,2.013135,2.246109,-1.802232,26.890931,31.132998,50.35679,77.763344,44.177108,-4.116924
63.668889,4.118092,2.070524,1.858603,-2.52999,29.398195,31.669914,50.403941,75.715107,41.857908,-2.35744
39.251163,3.550434,0.506689,1.411639,-2.007234,27.890559,31.772379,50.36704,75.200484,42.967269,2.106894
55.007445,-3.269657,1.256838,3.710019,-1.019122,27.302663,34.825836,50.520795,76.932977,43.998708,-3.887248
54.931575,6.413315,2.777632,-3.740749,-1.851432,27.491117,31.77033,50.268638,77.156459,44.136097,-2.724511
54.263102,3.292221,5.114161,2.701274,-1.373776,29.975849,30.407545,50.274788,75.840174,43.662414,-1.016294
51.607664,1.119957,-0.784551,3.244602,-3.958858,26.68404,32.682268,50.518745,76.321992,42.57766,-2.952137
54.400488,4.53615,4.163153,1.90576,-0.740319,27.995028,32.563409,50.34859,76.375299,42.836032,-2.158523
53.570023,3.29632,4.640707,-5.518354,-1.615679,28.58907,32.075676,50.36704,81.131966,44.121743,-1.734032
52.585768,2.035997,2.970293,4.081122,-2.033884,28.101546,29.157472,50.377291,72.38749,43.639857,-1.373113
54.980788,2.886459,1.006788,0.257324,-0.03511,27.952012,31.53671,50.494144,76.082108,42.47103,-2.035483
54.773684,3.025812,2.689499,-0.404921,-2.275787,28.021658,32.776536,50.235837,78.544503,43.410193,-2.193385
61.694227,3.12008,2.773532,3.958104,2.324469,28.019609,32.64743,50.252237,75.061065,42.637126,-1.850921
42.974928,1.96632,1.812276,2.526999,2.515121,27.931527,32.319542,50.561796,71.936427,43.268703,1.481436
54.921323,-2.820859,2.324673,0.931871,1.440908,27.865978,32.608494,50.373191,75.495726,41.927627,-6.177859
56.965702,8.884778,2.763285,1.034385,-1.601329,28.058529,32.260113,50.405992,75.786867,44.702055,-2.644535
53.311656,2.601605,3.148607,2.295316,0.538897,29.846799,31.305139,50.533095,72.875458,44.978883,-0.405191
44.188842,1.697861,0.508738,2.416283,0.219093,26.518119,30.591982,50.34859,76.377349,44.796382,-2.341034
63.992873,3.335257,2.421003,0.739143,-0.227812,28.101546,31.21292,50.512594,76.209226,42.909853,-3.390983
48.088953,8.452375,3.351516,-5.430191,0.147342,28.249032,32.499881,50.299389,75.831973,42.00965,-1.6356
50.096423,3.394687,3.519582,4.993502,-0.395914,27.392793,30.960856,50.33834,75.676151,43.164124,-3.386882
49.432051,3.249186,-1.419924,1.460846,0.073541,26.104338,31.473181,50.625348,76.436808,43.855168,-4.280979
54.097009,2.722514,6.637005,1.272219,3.806637,29.205644,31.081765,50.241987,75.061065,43.455306,-1.578181
49.842157,0.753131,0.586623,0.71659,-0.04331,28.615699,33.075734,50.385491,75.278395,42.930359,-2.63018
50.000048,3.253285,0.037333,8.435946,0.178093,27.646797,32.108464,50.596647,69.658557,43.498368,-3.710889
52.550909,4.079155,2.265235,-0.648906,-0.207312,28.246984,34.520491,50.323989,78.351776,43.687021,-3.401236
51.222164,2.927445,2.960045,3.02522,-3.021996,27.753315,31.194477,50.180485,76.043153,44.043821,-2.849603
49.792944,2.591359,2.013135,3.507039,3.068628,27.573054,31.663766,50.36704,74.394721,42.011701,-3.692433
44.406198,4.140634,2.056177,1.788893,-0.87357,27.728734,31.71295,50.369091,76.994486,43.68292,-3.23103
60.648456,3.929556,2.791979,1.946766,-2.302438,28.246984,31.497773,50.34449,76.256383,44.427278,-7.078108
48.909165,7.864224,2.455846,3.105182,-2.849794,28.363744,30.479271,50.551546,73.716076,43.978202,-1.879631
50.375295,1.167091,1.322425,1.747887,-0.904321,27.943818,31.782626,50.436742,75.768414,40.330229,-3.516074
53.010228,1.568755,1.998788,1.8381,-1.632079,26.178081,32.672022,50.285038,78.960712,43.135416,-2.861907
62.194557,4.273839,4.103715,2.416283,-2.212237,29.879574,31.960915,50.483894,74.897042,43.896179,-1.483849
40.061123,1.531867,-1.421973,2.373227,-1.015022,28.451826,30.663708,50.317839,75.38091,45.019894,-0.450306
57.373758,-1.076899,-0.950568,7.525615,-0.83872,27.597635,32.348233,50.233787,76.231779,43.908483,-2.014976
54.531722,2.702021,2.181202,-0.970802,-1.849382,28.398567,33.010156,50.373191,76.049303,43.387637,-1.72788
54.084706,2.265519,8.163948,3.287658,-1.796081,29.324452,32.153549,50.098483,75.610542,44.170956,-0.536435
52.411472,1.443747,-0.684122,3.978607,1.488059,27.472682,31.383012,50.662249,75.341954,44.101237,-2.425112
54.207738,4.210311,3.18345,0.714539,-1.363526,28.058529,29.839889,50.323989,76.440908,42.938561,-1.168044
53.485951,3.12008,3.376111,-2.928833,-2.52794,28.326872,33.29296,50.260438,79.223149,42.077319,-2.166726
52.204369,2.999171,2.816574,3.08878,-2.060535,27.35797,30.790765,50.315789,74.322961,43.190782,-1.598687
52.989722,2.521682,2.859615,2.865298,2.953826,27.562812,30.614525,50.598697,75.444469,43.194883,-2.730664
53.863249,2.331097,3.246987,2.153846,-5.639878,28.537859,30.751828,50.381391,75.510078,45.448465,-1.820161
64.015429,2.648739,2.283681,3.896595,1.203105,28.359647,32.028542,50.508494,73.111241,42.903701,-2.074446
43.405539,3.06065,2.277532,1.858603,2.689373,28.013464,33.305256,50.412142,76.45116,43.123113,1.440422
57.312242,-1.896622,3.003086,2.264561,-0.102761,27.530037,32.333887,50.432642,77.267174,43.447103,-2.66094
55.358086,3.454117,2.148408,1.831949,-0.488166,27.845494,31.01004,50.305539,75.628995,46.926929,-1.674563
50.949444,1.574903,2.562425,1.639222,0.676249,29.717749,31.298991,50.34039,73.537701,43.947444,-0.995787
46.003562,2.249125,-0.999758,1.62897,0.251894,26.847914,32.083873,50.561796,76.561875,43.568087,-3.298702
62.362701,4.216459,3.896706,1.831949,0.463046,28.30434,31.907633,50.377291,75.280446,43.705476,-1.280832
47.900304,4.661158,3.931549,-3.755101,-0.555816,28.824638,32.514226,50.563846,74.066675,43.201034,-2.125713
49.397191,5.722699,3.488838,5.003754,-0.488166,27.718492,28.397182,50.403941,75.38296,43.104657,-4.067708
52.380714,4.837398,-3.666271,3.318412,-0.539416,27.175661,31.729344,50.684799,77.874059,42.464878,-4.430678
52.190015,4.21236,8.356609,1.772491,-1.291775,27.724637,31.596139,50.280938,76.461411,43.516823,-1.656107
47.395873,0.117846,2.1894,3.982708,3.052228,27.808622,33.229432,50.287088,75.774565,44.408823,-3.015708
51.347247,2.58726,0.090622,5.227236,1.504459,27.329292,30.022277,50.539245,75.635145,43.479913,-3.80317
53.116855,3.488955,3.068673,1.585914,0.233443,28.380131,33.422066,50.36294,76.711546,42.487434,-3.2905
51.375954,3.749217,3.9295,3.09288,-6.56239,27.99298,32.374873,50.444943,74.702265,46.162065,-2.788083
49.259806,2.82293,3.396607,3.947853,3.738986,27.8373,30.852244,50.397791,74.284006,43.822359,-2.956238
47.172365,2.724564,1.650359,0.57717,-1.457827,28.013464,30.696497,50.330139,79.132936,43.859269,-2.8414
59.270499,2.906952,1.904507,1.526456,-2.843644,27.943818,31.704752,50.268638,74.068726,42.563306,-4.311739
47.022676,9.315133,1.818425,2.401931,-2.927695,27.536183,32.040838,50.588447,78.122144,43.283057,-3.922109
50.303526,1.773686,2.490689,2.574156,-1.367626,27.700056,31.579745,50.34244,77.705936,41.859958,-2.941884
56.405907,1.880249,1.484342,3.033422,-2.894895,26.466908,30.737483,50.34244,77.730539,42.389007,-3.1408
59.561675,2.607753,5.593765,1.745837,-2.652992,29.199499,31.530562,50.375241,74.300408,43.557834,-0.638969
44.871669,2.189695,1.79178,1.428042,-1.771481,27.800429,32.225275,50.373191,77.23437,42.967269,-4.34455
57.326596,5.224717,2.009036,7.328787,-1.181074,27.243259,30.794863,50.332189,77.263074,44.439582,-2.441517
53.451092,1.638431,2.476342,0.792451,-1.66283,28.246984,32.012147,50.422392,76.95348,44.581071,-1.237768
53.176321,1.177337,7.725336,3.271256,-1.70998,27.665233,31.196526,50.436742,75.147177,43.801853,-1.481799
51.677382,1.843362,0.385763,3.195395,2.931276,27.652943,31.840006,50.34244,75.864778,42.780667,-2.566609
54.829049,4.839448,4.031979,0.892915,-1.65258,28.042142,30.348116,50.524895,75.770464,43.129264,-1.881681
54.053948,3.73897,5.02193,0.57717,-5.270874,28.552198,32.954825,50.520795,77.291778,43.459407,-1.393619
53.922714,2.642591,1.810226,-1.378811,-3.575503,27.413278,30.460827,50.414192,77.105202,43.498368,-1.900138
54.150323,2.859818,2.209896,-0.558693,4.401144,27.636555,31.669914,50.34244,78.074988,39.926266,-2.423061
55.575442,3.365997,3.335119,1.432142,-7.669403,27.919237,32.815473,50.487994,78.362028,43.766993,-1.809908
57.064128,2.568816,3.046128,4.005261,0.309294,27.886462,32.096169,50.319889,71.079407,44.304244,-2.562508
43.799241,1.867954,2.306227,2.652067,1.654111,27.943818,31.380963,50.412142,78.415335,43.867471,-2.681447
60.301917,2.679479,1.937301,1.251716,-0.354914,28.056481,31.729344,50.35269,76.598781,42.555103,-2.800387
56.178298,3.074995,2.888309,1.382935,-0.602967,28.273613,32.391268,50.410092,75.335803,44.517504,-1.453089
48.533918,3.040157,6.854261,2.732028,-0.336464,28.335066,31.387111,50.666349,74.243,45.522285,-0.979382
51.267276,1.640481,-1.251857,1.62487,0.598348,27.532086,31.073568,50.36089,76.834564,44.312446,-4.906436
59.385329,5.54236,2.673103,0.778098,-0.313913,27.521844,31.897387,50.301439,75.553134,41.827149,0.585288
46.136847,2.062638,4.765732,-3.697693,-0.674718,27.773799,33.764299,50.33629,75.475223,41.378073,-4.34455
49.522274,7.079339,3.904905,2.244059,0.194493,27.169516,30.421891,50.323989,75.961141,43.488115,-4.750585
52.616526,5.288246,-3.596585,2.920655,1.440908,28.798009,30.303031,50.35064,76.034951,43.953595,-4.172292
51.962406,3.456166,4.218492,0.312682,-5.156072,28.085159,31.071519,50.668399,75.391161,43.217439,-2.037533
50.805906,2.288061,0.728044,3.224099,-0.125311,27.554618,35.504155,50.526945,76.428607,42.555103,-3.32331
50.643914,4.146782,1.845069,-0.074824,1.498309,27.235065,32.555212,50.395741,79.292858,43.389687,-3.630913
50.814109,3.128277,3.861863,2.707425,0.155542,28.111788,32.499881,50.426492,76.967832,43.795701,-3.483264
50.834614,2.743007,2.632111,3.215898,-6.775592,27.632458,30.905525,50.393691,74.997506,45.950856,-2.978796
49.241351,3.253285,2.095119,2.926806,2.595072,27.523892,31.276449,50.33424,74.550543,43.11491,-3.079279
47.742413,3.786104,2.078722,-0.156835,0.426146,28.017561,32.696614,50.305539,80.08837,42.370552,-3.339716
59.553473,3.26763,3.488838,1.745837,-2.894895,28.296146,31.575646,50.449043,70.540181,43.338423,-3.091583
47.334357,5.722699,1.763086,1.743787,-1.771481,28.107691,31.30104,50.403941,75.458821,43.883876,-5.064339
50.97405,4.907075,1.689301,1.143051,-2.081035,27.900801,31.889189,50.610997,78.58961,41.460096,-5.179177
58.796827,4.929617,-3.629379,2.022627,-2.376239,28.222403,32.456845,50.287088,77.990926,40.826469,-3.481213
52.997924,4.279987,5.944244,2.221505,-1.837082,27.90285,31.475231,50.293238,75.136926,44.404722,0.076719
46.157352,-0.537932,1.269135,3.148238,-1.755081,27.634507,31.805168,50.311689,75.856576,44.341154,-5.603668
59.188478,6.63464,0.873565,2.844795,-2.47464,27.691862,30.62887,50.395741,76.606982,43.875674,-2.275412
56.291078,2.199941,2.654656,1.649473,-1.611579,28.937301,33.024502,50.371141,76.463462,43.527076,-1.278781
53.346515,2.978678,9.64375,3.324563,-4.625116,26.835623,32.118711,50.520795,75.577737,44.04177,-1.204957
51.431318,0.386305,-1.059196,2.524949,5.089953,28.894284,31.897387,50.537195,75.895532,44.027416,-1.99652
54.230294,3.925457,0.744441,-0.962601,-2.862094,28.333018,28.477105,50.280938,76.143617,42.665834,-1.684816
51.999316,3.161066,3.447847,2.315819,-4.545165,28.142515,32.938431,50.266588,76.149768,41.939931,-1.553572
52.522201,3.144671,2.097169,-1.659701,-3.200349,27.093724,32.278556,50.330139,77.213867,43.537329,-2.203638
54.459953,2.64669,2.861665,1.110246,5.893562,28.103595,31.284646,50.303489,76.410154,41.404731,-2.20979
56.438716,2.376182,2.722293,0.423398,-4.10236,28.351453,31.821562,50.373191,77.144157,42.393108,-1.45514
56.967753,2.542175,2.421003,2.894002,-0.131461,28.074917,32.864656,50.438792,71.013797,42.395158,-2.287716
45.275624,3.462314,2.777632,2.096437,1.424508,27.558715,32.924086,50.405992,79.858738,42.926257,-3.222827
